name,neighborhood,Location 1,image_urls,description
DuVal/Hirschhorn House,North Roland Park/Poplar Hill,"800 Lake Avenue
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Patricia Grace Thomas Inn,Ten Hills,"5002 Frederick Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Engine House No. 6,Oldtown,"416 Oldtown Mall
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Baltimore_Fire_Station_6.JPG/250px-Baltimore_Fire_Station_6.JPG,"Engine House No. 6 is a historic fire station located at Baltimore, Maryland, United States. This two-story brick building features a 103-foot Italian-Gothic tower at the apex of its truncated triangular shape. It was built in 1853–54, and the tower is said to be a copy of Giotto’s campanile in Florence, Italy.[2]"
Senator Theatre,Rosebank,"5904 York Road
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/77/SenatorTheatre.JPG/250px-SenatorTheatre.JPG,"The Senator Theatre is a historic single-screen Art Deco movie theater located at 5904 York Road in the Govans section of Baltimore, Maryland 21212. It shows first run movies as well as classics."
Scottish Rite Temple,Tuscany-Canterbury,"3800 Charles Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Arch_illustration.svg/30px-Arch_illustration.svg.png,"Charles Hook Tompkins (November 30, 1883 – December 12, 1956) was president and co-founder with his wife of the Charles H. Tompkins Construction Company, which built the United States Courthouse, the West Wing and East Wing of the White House, the Lincoln Memorial Reflecting Pool, and the National Guard Armory. His company also remodeled President Eisenhower’s farm. Tompkins Hall at The George Washington University is named in his honor.[1]"
Terminal Warehouse,Downtown,"320 Guilford Ave
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/MARC_combination_baggage_car_at_Camden_Station%2C_October_2005.jpg/220px-MARC_combination_baggage_car_at_Camden_Station%2C_October_2005.jpg,"The B&O Warehouse is a building in Baltimore, Maryland, adjacent to Oriole Park at Camden Yards. It was constructed by the Baltimore and Ohio Railroad (B&O) beginning in 1899, with later sections completed in 1905, adjacent to the B&O's Camden Station and freight yard at Camden and Eutaw streets. Often purported to be the longest brick building on the East Coast, the 1,116-foot (340 m) long, eight-story brick structure had 430,000 square feet (almost 40,000 m²) of floor space for merchandise storage and distribution, large enough to hold 1,000 carloads of freight at a time, the B&O advertised.[1] Railroad historian Herbert H. Harwood proclaimed it an ""awesome structure ... a truly classic turn-of-the-century railroad warehouse.""[2] The warehouse was used by the B&O through the 1960s but was mostly vacant by the 1970s due to the use of trucks and newer, more efficient single-floor warehouses located in industrial parks elsewhere.[3]"
Saint Matthew United Church of Christ,Mayfield,"2320 Mayfield Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Crystal_Clear_app_kedit.svg/40px-Crystal_Clear_app_kedit.svg.png,"Franz Mayer & Co. (Mayer & Co. of Munich) is a famous German stained glass design and manufacturing company, based in Munich, Germany, that has been active throughout most of the world for over 150 years. The firm was very popular during the late nineteenth and early twentieth century and was the principal provider of stained glass to the large Roman Catholic churches that were constructed throughout the world during that period. Franz Mayer and Co. were stained glass artists to the Holy See and, consequently, popular with Roman Catholic clients.[1]"
Union Baptist Church,Upton,"1219 Druid Hill Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Dr. John E.T. Camper House,Harlem Park,"639 Carey Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Perisoreus_canadensis_mercier2.jpg/220px-Perisoreus_canadensis_mercier2.jpg,9 subspecies; see text
Ruscombe Mansion,Coldspring,"4901 Springarden Drive
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Christ Church United Church of Christ,Locust Point Industrial Area,"1308 Beason Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/a/aa/Churches_Uniting_in_Christ_Logo.png,"Churches Uniting in Christ (CUIC) is an ecumenical organization that brings together ten mainline American denominations (including both predominantly white and predominantly black churches), and was inaugurated on January 20, 2002 in Memphis, Tennessee on the balcony of the Lorraine Motel.[1] It is the successor organization to the Consultation on Church Union."
Johnny Eck House,McElderry Park,"622 Milton Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Johnny_Eck.jpg/220px-Johnny_Eck.jpg,"Johnny Eck, (born John Eckhardt, Jr. , August 27, 1911 – January 5, 1991) was an American freak show performer in side shows and a film actor. Born without the lower half of his torso, Eck is best known today for his role in Tod Browning's 1932 cult classic film Freaks and his appearances as a bird creature in several Tarzan films. He was often billed as ""The Amazing Half-Boy"", ""King of the Freaks"" and ""The Most Remarkable Man Alive""."
Baltimore City College,Coldstream Homestead Montebello,"3220 The
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
New Life Missisonary Baptist Church,Oliver,"1801 Bond St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/GGWO_Church_Service.JPG/300px-GGWO_Church_Service.JPG,"Greater Grace World Outreach (GGWO) is an affiliation of nondenominational. evangelical Christian churches that emphasize grace, the finished work, and missions. The headquarters of Greater Grace World Outreach is currently located at its megachurch in Baltimore, Maryland. GGWO was founded by Carl H. Stevens Jr. who was succeeded by Pastor Thomas Schaller as Presiding Elder and Overseeing Pastor of Greater Grace World Outreach in Baltimore in April 2005.[2]"
Cedarwood,Blythewood,"4604 Charles St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"A ship is a large watercraft that travels the world's oceans and other sufficiently deep waterways, carrying passengers or goods, or in support of specialized missions, such as defense, research and fishing. Historically, a ""ship"" was a sailing vessel with at least three square-rigged masts and a full bowsprit. Ships are generally distinguished from boats, based on size, shape and load capacity."
Masjid Al Haqq,Upton,"514 Islamic Way
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Fire Engine Company No. 25,Druid Heights,"2140 McCulloh St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Wiki_letter_w_cropped.svg/20px-Wiki_letter_w_cropped.svg.png,""
Arch Social Club,Penn North,"2426 Pennsylvania Ave
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Building_icon.svg/32px-Building_icon.svg.png,"The Arch Social Club was casually founded in 1905 and officially incorporated on March 15, 1912. The club is very much a child of Baltimore’s brutally repressive racial environment. Black people at the dawn of the 20th century were savagely pushed to the political, social, cultural and economic margins by a combination of white folkways and state statutes. Out of necessity, African Americans sought collective survival in the construction of a parallel civil society. Schools, churches, benevolent associations, commercial enterprises, cultural venues and every conceivable social institution that addressed the exclusionary nature of the broader white society and day-to-day needs of Black folk were forged–often in the face of de jure, race-driven harassment and humiliation."
Douglass Place,Fells Point,"516 524 S Dallas St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Fells_Point_A.JPG/250px-Fells_Point_A.JPG,"Fell's Point is a historic waterfront neighborhood, established in about 1763, in the southeastern area of the City of Baltimore, in Maryland, along the north shore of the Baltimore Harbor and the Northwest Branch of the Patapsco River. There are many shops, including antique stores, restaurants, coffee bars, music stores, a municipal markethouse with individual stalls, and over 120 pubs. Located just east of the famous ""Inner Harbor"" (formerly referred to as ""The Basin"") adjacent to Baltimore's downtown central business district and the Jones Falls stream (which splits the city, running from northern Baltimore County), Fell's Point has a maritime past and the air of a seafaring town. It also has the greatest concentration of drinking establishments and restaurants in the city."
Divine Mission Apostolic Church,Franklin Square,"1 Fulton St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Mount_Calvary_Church_Baltimore.jpg/220px-Mount_Calvary_Church_Baltimore.jpg,"Mount Calvary Church is a Roman Catholic, Anglican Use, parish located in the Seton Hill neighborhood of Baltimore, Maryland. The church was founded in 1842 as a mission congregation within the Episcopal Church and is now a community within the Personal Ordinariate of the Chair of St. Peter of the Roman Catholic Church."
Weaver House,Beverly Hills,"4319 Arabia Ave
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/MD_Route_84.svg/70px-MD_Route_84.svg.png,""
First English Lutheran Church,Guilford,"3807 Charles St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/ZionLexingtonsnow.JPG/250px-ZionLexingtonsnow.JPG,"400 East Lexington Street,(original bldg. facing North Gay Street),"
Cherry Hill Elementary School #159,Cherry Hill,"801 Bridgeview Rd
Baltimore, MD",http:,"The Cherry Creek School District 5, also known as Cherry Creek Public Schools, is a school district based in western Arapahoe County, Colorado. The superintendent is Harry C. Bull, Jr., Ed.D. It consists of elementary, middle, and high schools. The district headquarters are in Greenwood Village."
Schwing Motor Company Building,Hampden,"3324 Keswick Rd
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
The Mount,Fairmont,"3706 Nortonia Rd
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/WashingtonMonumentView.jpg/250px-WashingtonMonumentView.jpg,Coordinates: 39°17.9′N 76°37′W﻿ / ﻿39.2983°N 76.617°W﻿ / 39.2983; -76.617
Riverside Park,Riverside,"301 Randall St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Ameican Brewery,Broadway East,"1701 Gay St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Rich_brewery.jpg/250px-Rich_brewery.jpg,"The American Brewery is an historic former brewery located at 1701 North Gay Street in Baltimore, Maryland, United States.[1] Formerly abandoned and left to decay, it has been recently renovated and beautified. It is currently the headquarters of Humanim Inc."
Upton Mansion,Upton,"811 Lanvale St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Roland Park Water Tower,Roland Park,"4210 Roland Ave
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/MTA_Maryland_10001.JPG/300px-MTA_Maryland_10001.JPG,"Route 61 is a bus route operated by the Maryland Transit Administration in Baltimore. The line currently runs from the intersection of Roland Avenue and Lake Avenue in Roland Park south to the Inner Harbor via Roland Avenue, University Parkway, Charles Street (northbound trips) and St. Paul Street (southbound trips)."
W.E.B. DuBois House,Morgan Park,"2302 Montebello Terrace
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Black_classic_logo.gif/220px-Black_classic_logo.gif,Black Classic Press is an African-American book publishing company.
Bolton Square,Bolton Hill,"300 310 &amp; 236-250 W Lafayette
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Wilson_House_Baltimore_Bolton_Hill_HD.JPG/250px-Wilson_House_Baltimore_Bolton_Hill_HD.JPG,Coordinates: 39°18.5′N 76°37.5′W﻿ / ﻿39.3083°N 76.6250°W﻿ / 39.3083; -76.6250
Castalia,Tuscany-Canterbury,"200 Tuscany Road
Baltimore, MD",http:,"Eleanor Key Francis ""Glo"" Helin (née Francis[2]) (November 19, 1932 – January 25, 2009) was an American astronomer. She was principal investigator of the Near-Earth Asteroid Tracking (NEAT) program of NASA's Jet Propulsion Laboratory.[3][4][5] She retired in 2002."
St. Stanislaus Kostka Church,Fells Point,"708 Ann St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"St. Stanislaus Kostka Church in Wilmington, Delaware was founded November 23, 1913 as a Roman Catholic Church on the East Side of Wilmington to serve the needs of a growing Polish immigrant community. The Church was a part of the Diocese of Wilmington, until its closure on February 15, 2009."
Four Bay House,Fells Point,"1733 Aliceanna St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
St. Mark’s Evangelical Lutheran Church,Charles North,"1920 Saint Paul Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/USA_Maryland_location_map.svg/250px-USA_Maryland_location_map.svg.png,"Petersville is an unincorporated community in Frederick County, Maryland, United States. Petersville is located at the junction of Maryland Route 79 and Maryland Route 180 1.3 miles (2.1 km) northeast of Rosemont."
Dr. Giering House,Arcadia,"3906 Parkside Drive
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Harford Commons (William Fuld Company),Oliver,"1508 Harford Road
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Melvin Cade Armory,Bridgeview/Greenlawn,"2620 Winchester Street
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Nazarene Baptist Church,Oliver,"1201 Harford Road
Baltimore, MD",http:,"This is a list of the largest Protestant churches in the United States with more than 1,000 members. Most of these are considered megachurches, while some fall outside this definition.[1] The Hartford Institute's database lists more than 1,300 such Protestant churches in the United States. According to that data, approximately 50 churches on the list have attendance ranging from 10,000 to 47,000.[2]"
Mount Calvary Church,Seton Hill,"816 Eutaw Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Mount_Calvary_Church_Baltimore.jpg/220px-Mount_Calvary_Church_Baltimore.jpg,"Mount Calvary Church is a Roman Catholic, Anglican Use, parish located in the Seton Hill neighborhood of Baltimore, Maryland. The church was founded in 1842 as a mission congregation within the Episcopal Church and is now a community within the Personal Ordinariate of the Chair of St. Peter of the Roman Catholic Church."
Saint Paul Community Baptist Church,Broadway East,"1901 Federal St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/St_Alphonsus.JPG/200px-St_Alphonsus.JPG,"The history of the Lithuanians in Baltimore dates back to the mid-19th century. Thousands of Lithuanians immigrated to Baltimore between the 1880s and 1920s. The Lithuanian American community was mainly centered in what is now the Hollins-Roundhouse Historic District. Baltimore's Lithuanian community has founded several institutions to preserve the Lithuanian heritage of the city, including a Roman Catholic parish, a cultural festival, a dance hall, and a yeshiva."
Raffel Building,SBIC,"107 Heath Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/John_searle2.jpg/220px-John_searle2.jpg,"John Rogers Searle (/sɜːrl/; born 31 July 1932) is an American philosopher and Slusser Professor Emeritus of Philosophy at the University of California, Berkeley. Widely noted for his contributions to the philosophy of language, philosophy of mind, and social philosophy, he began teaching at U.C. Berkeley in 1959."
Ann Wiggins Brown House,Sandtown-Winchester,"1501 Presstman St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Len_Ford_from_1948_Michiganensian.jpg/220px-Len_Ford_from_1948_Michiganensian.jpg,"Leonard Guy Ford, Jr. (February 18, 1926 – March 14, 1972) was an American football player from 1944 to 1958. He played college football for the University of Michigan and professional football for the Los Angeles Dons, Cleveland Browns and Green Bay Packers. He was inducted into the Pro Football Hall of Fame in 1976 and the University of Michigan Athletic Hall of Honor in 1996."
Kresge Building,Downtown,"117 Lexington St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Renovating_capital_plaza_sign.jpg/150px-Renovating_capital_plaza_sign.jpg,"Capital Plaza Mall (the region now known as simply Capital Plaza) was a shopping mall located at the intersection of Annapolis Road (Maryland Route 450) and the Baltimore-Washington Parkway in Landover Hills, Maryland. It was built between 1961 and 1963, as a regional shopping center to serve the Bladensburg and Landover area of suburban Washington, D.C.[3] The mall was a major attraction in Prince George's County, until its slow decline that began in the 1970s. This continued until the mall's closure in 2005, and ultimately its demolition in 2007. Part of the grounds are now occupied by a Wal-Mart store."
Sellers Mansion,Harlem Park,"801 Arlington Ave
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,Sellers House may refer to:
Latrobe Pavilion,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Council Grove Pavilion,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Baltimore_Red_Line_Logo_-_Red.JPG/220px-Baltimore_Red_Line_Logo_-_Red.JPG,"The Red Line was a planned east-west mass transit light rail line for Baltimore, Maryland. Although it had been granted federal approval to enter the preliminary engineering phase, Maryland Governor Larry Hogan declared on June 25, 2015 that he would not provide state funds for the project.[1] The line's construction had been estimated to begin in late 2015–early 2016, subject to funding, with a completion date set for late 2021–early 2022."
Conservatory,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/H.P._Rawlings_Conservatory_%26_Botanic_Gardens_of_Baltimore.jpg/250px-H.P._Rawlings_Conservatory_%26_Botanic_Gardens_of_Baltimore.jpg,Coordinates: 39°19′7″N 76°38′46″W﻿ / ﻿39.31861°N 76.64611°W﻿ / 39.31861; -76.64611
Chinese Pavilion,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Archway over Madison St Entrance,Reservoir Hill,,http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Mansion House,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Carroll_Mansion%2C_800_E._Lombard_St.%2C_Baltimore_City%2C_Maryland.JPG/250px-Carroll_Mansion%2C_800_E._Lombard_St.%2C_Baltimore_City%2C_Maryland.JPG,"The Carroll Mansion (also known as the Carroll-Caton House or Carroll Mansion Museum) is a historic building and museum located in Baltimore, Maryland, USA."
Boat House,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Chess & Checkers Pavilion,Reservoir Hill,,http:,
Octagonal Pavilion,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Otterbein_Church_MD1.jpg/250px-Otterbein_Church_MD1.jpg,"Otterbein Church, now known as Old Otterbein United Methodist Church, is a historic United Brethren church located in Baltimore, Maryland, United States. The first ""German Reformed"" church was built to serve the German Reformed and some Evangelical Lutheran immigrants, and later entered the Brethren strain of German Reformed Protestantism in the later Church of the United Brethren in Christ. It is a two-story brick Georgian structure with a peaked roof, built 1785-1786, and features a square bell tower and an octagonal white ""cupola-on-cupola"", with much of the original wavy, hand-blown glass window panes still remaining. It had a major remodeling occurring in 1839, and some additional cleaning and restoration of its exterior brick walls and wall-fence surrounding the parish. The tower's bells date to 1789, and are still in use. That same year, the first Conference of United Brethren preachers was held and resulted in the official organization of the Church of the United Brethren in Christ, with Pastor Philip William Otterbein, (1726-1813) as a bishop (five years after he participated in the ""laying on"" of hands on famous evangelist and missionary Francis Asbury, (1745-1816), ordained as the first bishop of the new Methodist Episcopal Church. He was later buried in the adjacent churchyard, surrounding the building.[2]"
Unnamed Pavilion #1,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/BrightonPavilion2007Constituency.svg/120px-BrightonPavilion2007Constituency.svg.png,Coordinates: 50°49′44″N 0°08′07″W﻿ / ﻿50.82889°N 0.13528°W﻿ / 50.82889; -0.13528
Unnamed Pavilion #2,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/BrightonPavilion2007Constituency.svg/120px-BrightonPavilion2007Constituency.svg.png,Coordinates: 50°49′44″N 0°08′07″W﻿ / ﻿50.82889°N 0.13528°W﻿ / 50.82889; -0.13528
Unnamed Pavilion #4,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/BrightonPavilion2007Constituency.svg/120px-BrightonPavilion2007Constituency.svg.png,Coordinates: 50°49′44″N 0°08′07″W﻿ / ﻿50.82889°N 0.13528°W﻿ / 50.82889; -0.13528
Unnamed Pavilion #5,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/BrightonPavilion2007Constituency.svg/120px-BrightonPavilion2007Constituency.svg.png,Coordinates: 50°49′44″N 0°08′07″W﻿ / ﻿50.82889°N 0.13528°W﻿ / 50.82889; -0.13528
Unnamed Pavilion #3,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/BrightonPavilion2007Constituency.svg/120px-BrightonPavilion2007Constituency.svg.png,Coordinates: 50°49′44″N 0°08′07″W﻿ / ﻿50.82889°N 0.13528°W﻿ / 50.82889; -0.13528
Christ Lutheran Church,Otterbein,"701 Charles St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/a/aa/Churches_Uniting_in_Christ_Logo.png,"Churches Uniting in Christ (CUIC) is an ecumenical organization that brings together ten mainline American denominations (including both predominantly white and predominantly black churches), and was inaugurated on January 20, 2002 in Memphis, Tennessee on the balcony of the Lorraine Motel.[1] It is the successor organization to the Consultation on Church Union."
President Street Station,Inner Harbor,"601 President St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/President_Street_Station_-_Baltimore_1856.jpg/250px-President_Street_Station_-_Baltimore_1856.jpg,"The President Street Station in Baltimore, Maryland, is a former train station and railroad terminal. Built in 1849 and opened in 1850, the station saw the some of the earliest bloodshed of the American Civil War, and was an important rail link during the conflict. Today, it is the county's oldest surviving big-city railroad terminal in the United States and is home to the Baltimore Civil War Museum."
